tutkintokerta;koulun_nro;koulun_nimi;opetuskieli;tyyppi;sukup;yht;A;O;Z;I;W;Q;A5;O5;M;N;BI;FF;FY;HI;PS;UE;UO;ET;GE;KE;TE;YH;BA;BB;CA;CB;EA;FA;SA;PA;VA;EC;FC;SC;PC;VC;DC;IC;QC;GC;TC;L1;L7;opintotausta
2024K;1647;Pohjois-Haagan yhteiskoulu;FI;;2;37;5;;;;;;;;;6;5;5;;;;;;;;;;5;;5;;;6;;;;;;;;;;;;;;;;;1
2024K;1647;Pohjois-Haagan yhteiskoulu;FI;;2;33;6;;;;;;;;5;;5;;;;;;;;;;;;5;;;;6;;;;;;;;6;;;;;;;;;1
2024K;1647;Pohjois-Haagan yhteiskoulu;FI;;1;18;2;;;;;;;;;4;;;;;;3;;;;;;;6;;;;3;;;;;;;;;;;;;;;;;1
2024K;1647;Pohjois-Haagan yhteiskoulu;FI;;2;23;3;;;;;;;;3;;4;;;;;;;;4;3;;;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1647;Pohjois-Haagan yhteiskoulu;FI;;2;12;2;;;;;;;;3;;;;;;;;;;;0;4;;;3;;;;;;;;;;;;;;;;;;;;1
2024K;1647;Pohjois-Haagan yhteiskoulu;FI;;1;18;3;;;;;;;;;4;;;;3;;;;;;;;;;4;;;4;;;;;;;;;;;;;;;;;1
2024K;1647;Pohjois-Haagan yhteiskoulu;FI;;2;17;3;;;;;;;;4;;;;;;;;;;3;;2;;;5;;;;;;;;;;;;;;;;;;;;1
2024K;1647;Pohjois-Haagan yhteiskoulu;FI;;2;28;6;;;;;;;;4;;6;;;;;;;;;;;6;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1647;Pohjois-Haagan yhteiskoulu;FI;;1;14;2;;;;;;;;;4;3;;;;;;;;;2;;;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1647;Pohjois-Haagan yhteiskoulu;FI;;1;24;4;;;;;;;;4;;6;;6;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1647;Pohjois-Haagan yhteiskoulu;FI;;2;37;6;;;;;;;;4;;;;;6;;;;;;;7;5;;5;;;4;;;;;;;;;;;;;;;;;1
2024K;1647;Pohjois-Haagan yhteiskoulu;FI;;1;24;4;;;;;;;;6;;;;5;;;;;;;;;;;4;;;5;;;;;;;;;;;;;;;;;1
2024K;1647;Pohjois-Haagan yhteiskoulu;FI;;1;22;5;;;;;;;;3;;;;;;4;;;;;;;5;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1647;Pohjois-Haagan yhteiskoulu;FI;;2;17;3;;;;;;;;;3;;;;;3;;;;;;5;;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1647;Pohjois-Haagan yhteiskoulu;FI;;2;23;4;;;;;;;;;5;;;;;5;4;;;;;;;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1647;Pohjois-Haagan yhteiskoulu;FI;;1;32;5;;;;;;;;7;;;;7;;;;;;;;;;;6;;;7;;;;;;;;;;;;;;;;;1
2024K;1647;Pohjois-Haagan yhteiskoulu;FI;;2;31;6;;;;;;;;5;;6;;5;;;;;;;;;;;5;;;4;;;;;;;;;;;;;;;;;1
2024K;1647;Pohjois-Haagan yhteiskoulu;FI;;2;21;4;;;;;;;;;4;;4;;;2;;;;;;3;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1647;Pohjois-Haagan yhteiskoulu;FI;;2;30;5;;;;;;;;4;;6;;4;;;;;;;6;;;;5;;;;;;;;;;;;;;;;;;;;1
2024K;1647;Pohjois-Haagan yhteiskoulu;FI;;2;35;5;;;;;;;;5;;6;;5;;;;;;;4;;;;;;;4;;6;;;;;;;;;;;;;;;1
2024K;1647;Pohjois-Haagan yhteiskoulu;FI;;2;24;5;;;;;;;;4;;;;5;;;;;;;;;;;6;;;4;;;;;;;;;;;;;;;;;1
2024K;1647;Pohjois-Haagan yhteiskoulu;FI;;1;18;3;;;;;;;;;4;4;;;;;;;;3;;;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1647;Pohjois-Haagan yhteiskoulu;FI;;2;18;3;;;;;;;;4;;;;3;4;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1647;Pohjois-Haagan yhteiskoulu;FI;;2;34;6;;;;;;;;;7;5;;;;;;;;;4;;;;6;;;6;;;;;;;;;;;;;;;;;1
2024K;1647;Pohjois-Haagan yhteiskoulu;FI;;2;26;4;;;;;;;;;4;6;;;;;;;;;4;;;;4;;;4;;;;;;;;;;;;;;;;;1
2024K;1647;Pohjois-Haagan yhteiskoulu;FI;;2;18;4;;;;;;;;;3;;;;;4;;;;;;5;;;;;;2;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;2;15;4;;;;;;;;;2;3;;;;;;;;;;;;;3;;;3;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;2;17;3;;;;;;;;;2;;;;;3;3;;;;;;4;;;;;2;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;1;32;6;;;;;;;;5;;5;;;;;;;;;;;;;7;;;4;;5;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;1;20;4;;;;;;;;;3;;3;;;;;;;;;;;;3;;;4;;;;;;;3;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;2;25;3;;;;;;;;4;;5;;4;;;;;;;5;;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;2;41;7;;;;;;;;6;;7;;;;;;;;7;7;;;;;;;7;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;2;18;4;;;;;;;;3;;;;;;3;;;;;;5;;;;;;;;;;;3;;;;;;;;;;;;2
2024K;1272;Kemin lyseon lukio;FI;;2;22;5;;;;;;;;3;;5;;;;;;;;;;5;;;4;;;;;;;;;;;;;;;;;;;;2
2024K;1272;Kemin lyseon lukio;FI;;1;18;5;;;;;;;;;3;;3;;;;;;3;;;;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;2;19;6;;;;;;;;3;;4;;3;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;2;29;5;;;;;;;;;7;;5;;;6;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;2;14;3;;;;;;;;;;;;;;3;;;;;;4;;;2;;;2;;;;;;;;;;;;;;;;;2
2024K;1272;Kemin lyseon lukio;FI;;2;28;6;;;;;;;;;5;;6;;;5;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;1;27;3;;;;;;;;;;4;;;5;;;;;7;;;;;2;;;6;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;1;17;2;;;;;;;;;3;;;;;;;;;;;4;2;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;2;27;5;;;;;;;;;;;;;4;;;;;5;;;;;4;;;3;;3;;;;3;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;2;20;4;;;;;;;;;3;;;;;;;;;;;5;4;;;;;4;;;;;;;;;;;;;;;;;2
2024K;1272;Kemin lyseon lukio;FI;;2;20;5;;;;;;;;;4;;;;;3;;;;;;;5;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;1;16;4;;;;;;;;2;;;;;;;;;;;;4;3;;;;;3;;;;;;;;;;;;;;;;;2
2024K;1272;Kemin lyseon lukio;FI;;2;18;4;;;;;;;;;4;;;;3;;;;;;;;;;;;;4;;;;;;;3;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;1;21;5;;;;;;;;;4;;;4;;;;;;;;;6;;;;;2;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;1;25;5;;;;;;;;4;;;;;;;;;;7;;;5;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;2;25;5;;;;;;;;5;;;;;;;;;;;;5;7;;;;;;;;;;3;;;;;;;;;;;;2
2024K;1272;Kemin lyseon lukio;FI;;2;22;5;;;;;;;;;3;;;;;4;;;;;;;4;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;2;18;3;;;;;;;;;6;;;;3;3;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;2;26;6;;;;;;;;4;;4;;4;;;;;;;4;;;;4;;;;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;1;17;3;;;;;;;;;4;;;;3;;;;;;;;3;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;1;12;4;;;;;;;;;2;;;;;;;;;;;2;2;;;;;2;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;2;13;2;;;;;;;;;2;;;;;;;;;2;;3;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;2;23;4;;;;;;;;3;;3;;3;;;;;;;;;;;;;;6;;;;;;;4;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;1;19;4;;;;;;;;;4;;;4;;;;;;;;;3;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;2;11;2;;;;;;;;;;;;;2;;;;;;;;2;;3;;;2;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;2;11;2;;;;;;;;;2;;;;;;;;;;;3;2;;;;;2;;;;;;;;;;;;;;;;;2
2024K;1272;Kemin lyseon lukio;FI;;2;17;3;;;;;;;;;4;;;;;3;;;;;;4;;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;2;31;5;;;;;;;;;4;4;;;;;;;;6;;;;;6;;;6;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;2;13;2;;;;;;;;;;;;;;2;;;;;;2;;;2;;;5;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;2;18;3;;;;;;;;4;;;;3;;;;;;;4;;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;2;12;2;;;;;;;;;3;;;;;2;;;;;;2;;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;2;23;4;;;;;;;;;;;2;;;3;;;;;;5;;;4;;;5;;;;;;;;;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;2;28;6;;;;;;;;6;;;;;5;;;;;;;;;;;;;5;;;;;;;;6;;;;;;;;;1
2024K;1272;Kemin lyseon lukio;FI;;2;22;5;;;;;;;;5;;4;;;;;;;;;3;;;;;;;5;;;;;;;;;;;;;;;;;1
